ID,Average User Rating,User Rating Count,Price,Languages,Size,Update_Gap,Name,Subtitle,age_rating,Puzzle,Simulation,Action,Board,In-app Purchases
302510211,0,413.0,2.99,1.0,5106688.0,3396.0,0,1,4,1.0,0.0,0.0,0.0,0
303188552,0,9121.0,0.0,1.0,5421981.0,510.0,0,0,4,0.0,0.0,0.0,1.0,0
303337299,1,17056.0,0.99,1.0,55803904.0,1981.0,0,0,4,0.0,0.0,1.0,0.0,1
303401746,0,17045.0,0.0,1.0,7543757.0,53.0,0,0,4,0.0,0.0,0.0,0.0,0
303475501,0,42210.0,0.0,1.0,16556848.0,710.0,0,0,4,1.0,0.0,0.0,0.0,0
303477061,0,1156.0,0.0,1.0,6122222.0,0.0,0,0,4,1.0,0.0,0.0,0.0,0
303830590,0,20234.0,0.0,1.0,4528173.0,7.0,0,0,12,0.0,0.0,0.0,0.0,0
303954672,0,7.0,0.99,1.0,3824640.0,2772.0,0,0,4,0.0,0.0,0.0,0.0,0
304657926,0,125.0,2.99,1.0,98282496.0,3204.0,0,0,4,0.0,0.0,0.0,0.0,0
304878580,0,359.0,5.99,1.0,33982464.0,3584.0,0,0,4,0.0,0.0,0.0,0.0,0
304932775,0,6.0,0.99,1.0,3134464.0,2762.0,0,0,4,0.0,0.0,0.0,0.0,0
305123066,0,101209.0,0.0,1.0,58343424.0,1960.0,0,0,4,0.0,0.0,1.0,0.0,1
305324342,0,4885.0,3.99,1.0,59016192.0,3744.0,0,0,9,0.0,0.0,0.0,1.0,1
305462255,0,84.0,2.99,1.0,6466560.0,3514.0,0,0,4,1.0,0.0,0.0,0.0,0
305464559,0,13.0,2.99,1.0,4922368.0,3514.0,0,0,4,1.0,0.0,0.0,0.0,0
305620716,0,27.0,2.99,2.0,20957184.0,3426.0,0,0,17,0.0,0.0,0.0,1.0,0
305929056,0,29495.0,0.0,5.0,39453539.0,703.0,0,0,9,1.0,0.0,0.0,0.0,0
306165224,0,5462.0,0.0,1.0,14125056.0,3137.0,0,1,9,0.0,0.0,0.0,0.0,1
307013525,0,19.0,0.0,1.0,4472832.0,1943.0,0,0,4,1.0,0.0,0.0,0.0,0
307083604,0,860.0,0.0,1.0,84364288.0,2553.0,0,0,9,0.0,0.0,1.0,0.0,1
307132353,1,35199.0,2.99,5.0,500501504.0,3078.0,0,0,4,0.0,0.0,1.0,0.0,0
307219373,0,5013.0,0.0,1.0,54787072.0,2553.0,0,0,9,0.0,0.0,1.0,0.0,0
307538288,0,1119.0,2.99,1.0,8881152.0,3064.0,0,0,4,1.0,0.0,0.0,0.0,0
307662507,0,2606.0,4.99,1.0,107105280.0,3185.0,0,0,9,0.0,0.0,0.0,1.0,0
308032437,1,863.0,3.99,2.0,33033216.0,2760.0,0,0,4,0.0,0.0,0.0,1.0,0
308608974,0,1926.0,0.0,1.0,108253184.0,3177.0,0,0,4,0.0,0.0,0.0,0.0,0
308834118,0,1848.0,0.0,2.0,1326164.0,634.0,0,0,4,0.0,0.0,0.0,1.0,0
309225116,0,24821.0,0.0,1.0,14717952.0,3064.0,0,1,4,1.0,0.0,0.0,0.0,0
309399343,0,2503.0,0.0,1.0,2582857.0,478.0,0,0,4,0.0,0.0,0.0,1.0,0
310251116,0,16693.0,0.99,1.0,5500291.0,1029.0,0,0,4,1.0,0.0,0.0,0.0,0
311395856,0,191081.0,0.0,1.0,65303552.0,3357.0,0,0,4,0.0,0.0,0.0,1.0,0
311395924,0,2767.0,1.99,1.0,30746624.0,3080.0,0,0,4,0.0,0.0,0.0,1.0,0
311456818,0,14073.0,0.0,13.0,115074048.0,3753.0,0,1,9,0.0,0.0,0.0,0.0,1
311466554,1,5543.0,4.99,1.0,39997440.0,2695.0,0,0,9,0.0,0.0,0.0,0.0,1
311468972,0,12659.0,0.99,1.0,10308608.0,3004.0,0,0,4,0.0,0.0,1.0,0.0,0
311544087,0,90386.0,0.0,1.0,43073536.0,2695.0,0,0,9,0.0,0.0,0.0,0.0,1
312093430,0,40.0,0.0,1.0,2004992.0,3089.0,0,0,4,0.0,0.0,0.0,1.0,0
313149078,0,353.0,0.0,1.0,2818386.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0
313324870,0,47.0,0.0,1.0,6994639.0,66.0,0,0,4,0.0,0.0,0.0,0.0,0
313365393,0,866.0,0.0,2.0,10136576.0,2458.0,0,0,4,0.0,0.0,0.0,1.0,0
313478124,0,3416.0,0.0,1.0,8646161.0,1294.0,0,0,4,0.0,0.0,0.0,0.0,0
313734044,0,67670.0,0.99,1.0,7703552.0,2973.0,0,0,4,0.0,0.0,1.0,0.0,0
313835253,0,634.0,0.0,11.0,3396500.0,736.0,0,0,4,0.0,1.0,0.0,0.0,1
314162908,0,282.0,2.99,1.0,4225024.0,3120.0,0,0,4,1.0,0.0,0.0,0.0,0
314464100,0,93235.0,0.99,1.0,259371008.0,3134.0,0,0,4,1.0,0.0,0.0,0.0,1
314506629,0,569.0,2.99,9.0,23805952.0,3285.0,0,1,4,0.0,0.0,0.0,1.0,0
314907526,0,127.0,2.99,3.0,3684352.0,3082.0,0,0,4,0.0,0.0,0.0,0.0,0
315733642,0,193923.0,0.0,5.0,233482240.0,3028.0,0,0,4,0.0,0.0,1.0,0.0,0
316491616,0,42389.0,2.99,2.0,56048640.0,3207.0,0,0,9,1.0,0.0,0.0,0.0,1
316540851,0,207.0,3.99,1.0,23740416.0,2340.0,0,0,4,0.0,0.0,0.0,1.0,0
317154247,0,16554.0,0.0,1.0,6338617.0,1029.0,0,0,4,1.0,0.0,0.0,0.0,1
317677424,0,6906.0,0.0,1.0,12120793.0,1154.0,0,0,12,0.0,1.0,0.0,0.0,0
318083567,0,9.0,1.99,2.0,20501504.0,2696.0,0,0,4,0.0,0.0,0.0,1.0,0
318267805,0,2110.0,0.0,1.0,76698624.0,2559.0,0,0,4,0.0,0.0,0.0,1.0,1
318280645,0,267.0,3.99,1.0,39074816.0,3405.0,0,0,12,0.0,0.0,0.0,1.0,0
318465515,0,704.0,0.0,1.0,413902.0,0.0,0,0,4,0.0,0.0,0.0,1.0,0
318639200,0,23854.0,0.99,1.0,44707840.0,2873.0,0,0,12,0.0,0.0,0.0,0.0,0
318974349,0,847.0,0.99,1.0,995328.0,2937.0,0,0,4,0.0,0.0,0.0,1.0,0
318975161,0,233.0,0.0,1.0,761856.0,2847.0,0,0,4,0.0,0.0,0.0,1.0,0
319009472,0,5.0,0.99,1.0,2137088.0,3557.0,0,0,4,1.0,0.0,0.0,0.0,0
319305999,1,14864.0,0.0,1.0,47129600.0,3660.0,0,0,4,0.0,0.0,0.0,1.0,1
319519142,0,43.0,0.0,1.0,41591808.0,3294.0,0,0,4,1.0,0.0,0.0,0.0,0
320166918,0,8.0,1.99,1.0,82583552.0,2638.0,0,0,4,0.0,0.0,0.0,1.0,0
320469536,0,3593.0,0.0,3.0,7750656.0,3142.0,0,0,4,0.0,0.0,0.0,1.0,0
320667784,0,344.0,0.0,1.0,4578541.0,0.0,0,0,4,0.0,0.0,0.0,1.0,0
321026028,1,36581.0,0.0,1.0,69393408.0,3632.0,0,1,4,0.0,0.0,0.0,1.0,0
321026028,1,36581.0,0.0,1.0,69393408.0,3632.0,0,1,4,0.0,0.0,0.0,1.0,0
321219952,0,302.0,0.0,1.0,85569536.0,1736.0,0,0,4,1.0,0.0,0.0,0.0,0
321369231,0,5778.0,1.99,1.0,253834240.0,2707.0,0,0,12,0.0,0.0,1.0,0.0,1
321756558,1,27739.0,0.0,20.0,104436736.0,1293.0,0,0,9,0.0,0.0,0.0,0.0,1
322110989,0,163.0,1.99,3.0,83070976.0,3558.0,0,0,4,1.0,0.0,0.0,0.0,1
322423174,0,212763.0,0.99,1.0,9466880.0,3406.0,0,0,9,0.0,0.0,1.0,0.0,0
322829337,0,24.0,0.0,1.0,4474837.0,33.0,0,0,4,1.0,0.0,0.0,0.0,0
323122770,0,166.0,0.0,4.0,10318615.0,831.0,0,0,4,0.0,0.0,0.0,0.0,0
323242790,0,35905.0,0.99,1.0,13216994.0,1178.0,0,0,12,0.0,0.0,0.0,0.0,1
323249918,0,268.0,0.99,1.0,5334016.0,2825.0,0,0,4,0.0,0.0,0.0,1.0,0
323375748,0,942.0,0.0,3.0,18093056.0,3093.0,0,0,4,0.0,0.0,0.0,0.0,1
323833695,0,3135.0,0.0,1.0,9205022.0,361.0,0,0,9,0.0,0.0,1.0,0.0,0
324012853,0,1435.0,2.99,5.0,22335488.0,2115.0,0,0,4,1.0,0.0,0.0,0.0,0
324018225,0,680.0,0.0,3.0,4481024.0,1741.0,0,0,4,0.0,0.0,0.0,1.0,0
324331173,0,3015.0,0.0,1.0,10139648.0,2952.0,0,0,4,0.0,1.0,0.0,0.0,1
324335340,1,688.0,0.0,1.0,70557696.0,2884.0,0,0,4,0.0,0.0,0.0,0.0,1
324355661,0,113.0,0.99,1.0,48675840.0,2832.0,0,0,4,1.0,0.0,0.0,0.0,0
324530319,0,291.0,0.99,1.0,9900032.0,2503.0,0,0,17,0.0,0.0,0.0,1.0,0
324538716,1,62.0,0.0,1.0,22518784.0,2241.0,0,0,12,0.0,0.0,0.0,0.0,1
324561305,0,1054.0,0.0,1.0,5085584.0,133.0,0,0,12,0.0,0.0,0.0,0.0,0
324715902,0,9.0,0.0,1.0,16440320.0,2349.0,0,0,4,1.0,0.0,0.0,0.0,1
326148795,0,657.0,0.0,5.0,25035776.0,2504.0,0,0,4,0.0,1.0,0.0,0.0,1
326162486,0,47338.0,0.99,1.0,9214976.0,2892.0,0,0,4,0.0,0.0,0.0,0.0,0
327098920,0,1979.0,0.99,1.0,9659320.0,420.0,0,0,4,0.0,1.0,0.0,0.0,0
327244757,0,654.0,0.99,1.0,13483008.0,3284.0,0,0,4,0.0,0.0,0.0,0.0,0
327708154,0,213.0,9.99,2.0,22864896.0,3287.0,0,1,4,0.0,0.0,0.0,1.0,0
327755335,0,15277.0,0.0,1.0,8482816.0,2027.0,0,0,4,0.0,1.0,0.0,0.0,1
327771130,0,776.0,0.0,3.0,64505856.0,3505.0,0,0,4,1.0,0.0,0.0,0.0,0
328034857,0,5378.0,0.0,1.0,15120306.0,1208.0,0,0,12,0.0,0.0,1.0,0.0,1
328168559,0,2567.0,4.99,1.0,21422080.0,3059.0,0,0,4,0.0,0.0,0.0,1.0,1
328330651,0,29.0,0.0,1.0,35214336.0,2737.0,0,0,4,0.0,0.0,1.0,0.0,0
328415391,0,199585.0,0.0,48.0,145777664.0,3609.0,0,1,17,0.0,0.0,0.0,0.0,0
329218549,1,143719.0,0.0,66.0,109671424.0,3555.0,0,0,4,0.0,0.0,0.0,1.0,1
329466722,0,4289.0,0.0,1.0,24214528.0,2894.0,0,1,4,0.0,0.0,0.0,0.0,0
329629837,0,178.0,0.0,1.0,11965728.0,601.0,0,0,4,1.0,0.0,0.0,0.0,0
329707508,0,694.0,0.0,1.0,7587880.0,905.0,0,0,12,0.0,0.0,0.0,0.0,0
329911028,1,6.0,0.99,5.0,19798016.0,2378.0,0,0,4,0.0,0.0,0.0,0.0,0
330159662,0,46861.0,0.99,1.0,8752128.0,2856.0,0,0,4,0.0,0.0,0.0,0.0,0
330222186,0,1639.0,0.99,1.0,35438592.0,2307.0,0,0,4,0.0,0.0,0.0,0.0,0
330511928,0,148144.0,0.0,1.0,12429966.0,659.0,0,0,12,0.0,0.0,0.0,0.0,0
331271904,0,7950.0,2.99,1.0,8432232.0,1153.0,0,0,4,0.0,0.0,0.0,0.0,0
331538702,0,517.0,0.0,1.0,22585344.0,1641.0,0,0,4,0.0,0.0,0.0,1.0,0
332424440,0,4049.0,0.99,8.0,49016832.0,2241.0,0,0,4,0.0,0.0,0.0,1.0,1
333178201,0,345.0,0.0,1.0,5614592.0,3121.0,0,1,4,0.0,0.0,0.0,1.0,1
333208117,0,7499.0,0.0,1.0,1978912.0,290.0,0,0,4,0.0,0.0,0.0,0.0,0
333277750,0,18.0,0.0,1.0,75976704.0,3296.0,0,0,4,0.0,0.0,0.0,0.0,0
333279031,0,38008.0,0.99,1.0,7494656.0,2842.0,0,0,4,0.0,0.0,0.0,0.0,0
333453221,0,3650.0,0.0,1.0,16141677.0,159.0,0,0,4,0.0,0.0,1.0,0.0,0
334183810,0,1604.0,0.0,1,7075285.0,430.0,0,0,4,0.0,0.0,0.0,1.0,0
334187594,0,17680.0,0.0,8.0,52412416.0,2418.0,0,0,4,0.0,0.0,0.0,1.0,0
334436243,0,7.0,0.0,1.0,9431040.0,3293.0,0,0,4,0.0,0.0,0.0,1.0,0
334616790,0,166.0,0.0,1.0,16702740.0,307.0,0,0,9,0.0,0.0,0.0,0.0,0
334828574,0,868.0,0.0,1.0,15370240.0,2368.0,0,0,12,0.0,0.0,0.0,0.0,0
335019557,0,10785.0,0.0,5.0,52757132.0,1058.0,0,0,12,0.0,0.0,1.0,0.0,1
335029050,0,17440.0,4.99,6.0,888494080.0,3365.0,0,0,4,0.0,0.0,0.0,1.0,1
335049342,0,234.0,0.0,1.0,1098368.0,29.0,0,0,4,1.0,0.0,0.0,0.0,0
335249553,0,95466.0,0.0,2.0,58547200.0,3053.0,0,0,9,1.0,0.0,0.0,0.0,1
335498819,0,295.0,0.0,1.0,5336201.0,0.0,0,0,9,0.0,0.0,0.0,0.0,0
335523128,0,178.0,0.99,1.0,9961472.0,1914.0,0,0,4,0.0,0.0,0.0,0.0,0
335545504,1,960.0,9.99,1.0,364954624.0,2803.0,0,1,12,0.0,0.0,0.0,0.0,0
335789094,0,3284.0,0.0,1.0,34713600.0,1402.0,0,0,4,1.0,0.0,0.0,0.0,1
335929820,0,63.0,2.99,17.0,27623424.0,2749.0,0,0,4,1.0,0.0,0.0,0.0,0
335941858,0,849.0,0.0,1.0,16375808.0,2346.0,0,0,17,0.0,0.0,1.0,0.0,0
336106741,0,532.0,0.0,1.0,30134272.0,2264.0,0,0,4,0.0,0.0,0.0,0.0,0
336302082,0,746.0,0.0,2.0,12349649.0,495.0,0,0,9,0.0,0.0,0.0,1.0,0
336305171,0,3910.0,0.0,5.0,22872064.0,1966.0,0,0,4,1.0,0.0,0.0,0.0,0
336472524,0,118.0,0.0,2.0,11697152.0,3041.0,0,0,4,1.0,0.0,0.0,0.0,0
337209160,0,486.0,0.0,1.0,283385856.0,3534.0,0,0,12,0.0,0.0,0.0,0.0,1
338117897,0,884.0,0.0,1.0,1250034.0,0.0,0,0,9,1.0,0.0,0.0,0.0,1
338348877,0,80790.0,0.0,1.0,36204544.0,1450.0,0,0,4,0.0,0.0,0.0,0.0,0
338490375,0,1419.0,0.99,1.0,29578240.0,2210.0,0,0,4,1.0,0.0,0.0,0.0,0
338729908,0,30.0,0.99,1.0,63169536.0,2738.0,0,0,9,0.0,0.0,0.0,0.0,0
338740447,0,297.0,1.99,1.0,3898368.0,2502.0,0,0,4,1.0,0.0,0.0,0.0,0
339224754,0,893.0,3.99,2.0,43512832.0,3512.0,0,0,4,0.0,0.0,0.0,0.0,0
339348074,0,240.0,0.0,1.0,6322647.0,321.0,0,0,4,0.0,0.0,0.0,1.0,1
339451567,0,1471.0,0.99,2.0,331237376.0,2126.0,0,0,4,0.0,0.0,0.0,0.0,0
339473599,0,123.0,3.99,1.0,36946944.0,3250.0,0,0,12,0.0,0.0,0.0,1.0,0
339597241,0,6630.0,0.0,1.0,8592384.0,2848.0,0,1,4,1.0,0.0,0.0,0.0,0
339720335,0,158.0,0.0,1.0,1202176.0,3340.0,0,1,4,0.0,0.0,1.0,0.0,1
340524558,0,3183.0,0.0,1.0,6794240.0,2493.0,0,0,4,1.0,0.0,0.0,0.0,0
340769953,0,26674.0,0.99,1.0,37340259.0,1078.0,0,0,17,0.0,0.0,1.0,0.0,0
341089820,0,17409.0,0.0,4.0,211776512.0,3506.0,0,1,4,0.0,0.0,0.0,0.0,1
341239927,0,84.0,0.99,1.0,7619584.0,2161.0,0,0,4,1.0,0.0,0.0,0.0,0
341288790,1,7.0,0.99,1.0,13151232.0,2487.0,0,0,17,0.0,0.0,0.0,1.0,0
342097431,0,286.0,0.99,1.0,14863724.0,407.0,0,0,9,0.0,0.0,0.0,1.0,0
342254531,0,1620.0,0.0,1.0,11439792.0,900.0,0,0,4,0.0,0.0,0.0,0.0,0
342648612,0,37435.0,0.0,1.0,11333632.0,1838.0,0,0,4,1.0,0.0,0.0,0.0,0
342960702,0,532.0,0.99,1.0,19387392.0,2272.0,0,0,12,0.0,1.0,0.0,0.0,0
343751704,0,18.0,0.0,1.0,6556139.0,63.0,0,0,4,1.0,0.0,0.0,0.0,0
343795703,0,836.0,0.0,2.0,24859648.0,2833.0,0,0,4,0.0,0.0,0.0,1.0,0
343816134,0,13618.0,0.0,1.0,25593921.0,1065.0,0,0,4,0.0,1.0,0.0,0.0,1
344058289,0,64.0,0.99,2.0,53878784.0,1746.0,0,0,4,1.0,0.0,0.0,0.0,0
344115274,0,184.0,0.99,5.0,56263680.0,2265.0,0,0,9,0.0,0.0,0.0,0.0,1
344942625,0,310.0,0.0,1.0,26754048.0,2693.0,0,0,4,1.0,0.0,0.0,0.0,1
345015452,0,92.0,2.99,1.0,37567488.0,3223.0,0,0,12,0.0,0.0,0.0,1.0,0
345748786,0,324.0,0.0,3.0,13945969.0,673.0,0,0,4,1.0,0.0,0.0,0.0,0
346622193,0,1736.0,0.0,6.0,80186242.0,0.0,0,0,9,0.0,0.0,1.0,0.0,0
346656942,0,1377.0,0.0,1.0,7988224.0,2142.0,0,0,4,1.0,0.0,0.0,0.0,0
346728338,0,6.0,0.99,2.0,13468672.0,2519.0,0,0,4,0.0,0.0,0.0,1.0,0
347024989,0,96.0,0.0,1.0,52686848.0,217.0,0,0,4,0.0,1.0,0.0,0.0,1
347872059,0,1739.0,0.0,4.0,14912432.0,383.0,0,0,9,0.0,1.0,0.0,0.0,0
347920086,0,1009.0,0.0,2.0,123698176.0,3307.0,0,0,4,0.0,0.0,0.0,1.0,1
347990652,0,602.0,0.0,6.0,215840.0,401.0,0,0,4,1.0,0.0,0.0,0.0,0
347996243,0,1335.0,2.99,1.0,32712704.0,2966.0,0,0,4,1.0,0.0,0.0,0.0,0
348056335,0,86.0,0.0,2.0,13109248.0,2563.0,0,0,4,1.0,0.0,0.0,0.0,0
348308731,0,37350.0,0.0,1.0,14556326.0,547.0,0,0,12,0.0,0.0,0.0,0.0,0
348639431,0,119.0,0.0,1.0,46803968.0,3318.0,0,0,4,0.0,0.0,0.0,1.0,0
348741265,0,1229.0,0.0,7.0,10781853.0,45.0,0,0,12,0.0,0.0,0.0,0.0,1
348741265,0,1229.0,0.0,7.0,10781853.0,45.0,0,0,12,0.0,0.0,0.0,0.0,1
348792842,0,14.0,0.0,1.0,9549824.0,3006.0,0,0,4,0.0,0.0,0.0,1.0,0
348795059,0,342.0,0.0,1.0,19326976.0,2887.0,0,0,9,0.0,0.0,1.0,0.0,0
349841578,0,254.0,0.0,1.0,8296134.0,477.0,0,0,4,0.0,0.0,0.0,0.0,0
351086172,1,10311.0,0.0,8.0,50140160.0,3416.0,0,0,4,0.0,0.0,0.0,0.0,0
351214816,0,319.0,0.99,1.0,47455232.0,3141.0,0,0,4,0.0,1.0,0.0,0.0,0
351448383,0,98.0,2.99,4.0,11632640.0,1755.0,0,0,4,0.0,0.0,0.0,0.0,0
351683087,0,49.0,0.0,1.0,5049774.0,0.0,0,0,9,1.0,0.0,0.0,0.0,0
352292715,0,307.0,0.0,1.0,16819162.0,109.0,0,0,9,0.0,0.0,1.0,0.0,0
353864056,0,41.0,2.99,1.0,47454208.0,2414.0,0,0,12,0.0,1.0,0.0,0.0,0
353941606,0,11.0,0.0,1.0,19125248.0,2129.0,0,0,12,0.0,0.0,0.0,0.0,0
355022891,0,200.0,0.0,1.0,2651122.0,5.0,0,0,4,0.0,0.0,0.0,1.0,0
355524910,1,9908.0,4.99,1.0,529755136.0,2284.0,0,0,12,0.0,0.0,1.0,0.0,1
356086906,0,124.0,0.0,1.0,1224994.0,0.0,0,0,4,1.0,0.0,0.0,0.0,0
356161101,0,6381.0,0.0,1.0,6678875.0,1126.0,0,0,4,0.0,0.0,1.0,0.0,0
356277312,1,37.0,0.99,1.0,8821760.0,2798.0,0,0,4,1.0,0.0,0.0,0.0,0
356578890,0,1456.0,0.0,7.0,27736030.0,348.0,0,0,9,0.0,0.0,0.0,1.0,0
357708798,0,272.0,0.99,1.0,10806272.0,2833.0,0,0,4,1.0,0.0,0.0,0.0,1
358060284,0,157.0,1.99,1.0,12133376.0,2843.0,0,0,4,0.0,0.0,0.0,0.0,0
358348579,0,13433.0,0.0,1.0,29326612.0,968.0,0,0,4,1.0,0.0,0.0,0.0,1
358617686,1,28.0,2.99,2.0,23948288.0,3073.0,0,0,4,0.0,0.0,0.0,1.0,1
359033497,0,17.0,0.0,2.0,2708572.0,270.0,0,0,4,0.0,0.0,0.0,1.0,0
359060159,0,11.0,1.99,1.0,18437120.0,3310.0,0,0,4,0.0,0.0,0.0,0.0,0
359081738,1,8.0,0.0,4.0,13504512.0,2602.0,0,0,4,1.0,0.0,0.0,0.0,0
359891723,0,45686.0,0.0,1.0,92408832.0,3285.0,0,0,4,0.0,0.0,0.0,0.0,1
360918170,0,1096.0,0.0,1.0,70583296.0,2389.0,1,0,4,0.0,0.0,1.0,0.0,0
361294339,0,203.0,1.99,3.0,8246272.0,3347.0,0,0,4,0.0,0.0,0.0,0.0,0
362548659,0,39.0,0.0,1.0,18537472.0,3166.0,0,0,4,1.0,0.0,0.0,0.0,0
362562850,0,2117.0,0.0,4.0,18915328.0,2588.0,0,0,4,0.0,0.0,0.0,0.0,1
362890121,0,12215.0,0.0,3.0,50012160.0,3414.0,0,1,4,0.0,0.0,0.0,0.0,1
363480718,0,6230.0,1.99,1.0,12067083.0,143.0,0,0,9,0.0,0.0,1.0,0.0,1
363503154,0,579.0,1.99,1.0,157129465.0,879.0,0,0,12,0.0,0.0,1.0,0.0,1
364165557,0,1550.0,4.99,6.0,257059840.0,2653.0,0,0,9,0.0,0.0,0.0,1.0,1
364204209,0,2303.0,3.99,1.0,219693056.0,2595.0,0,0,9,0.0,0.0,1.0,0.0,0
